Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,CreditScoreBins,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
0.3029834928284994,-1.041759679225311,-1.2258476714090278,1,1,1,0.021886493995386277,1,1,True,False,False,True,False
0.20486707675709445,-1.3875375865624429,0.11735002143511068,1,0,1,0.2165337518873402,0,1,False,False,True,True,False
0.3029834928284994,1.0329077647974803,1.3330533457228904,3,1,0,0.24068690006348822,1,0,True,False,False,True,False
-0.00019623283214264707,-1.3875375865624429,-1.2258476714090278,2,0,0,-0.10891791702847117,0,2,True,False,False,True,False
0.40109990889990477,-1.041759679225311,0.7857278997960592,1,1,1,-0.36527578251440257,0,4,False,False,True,True,False
0.4992163249713097,1.0329077647974803,0.5973285944410416,2,1,0,0.8636502870218093,1,1,False,False,True,False,True
1.0879148213997407,0.6871298574603484,-1.2258476714090278,2,1,1,-1.5654872211931183,0,4,True,False,False,False,True
-0.9725299160997675,-0.35020386455104724,0.6180189508533646,4,1,0,0.33485372981012046,1,0,False,True,False,True,False
0.4992163249713097,-0.35020386455104724,1.050820286584903,2,0,1,-0.43732884609490796,0,0,True,False,False,False,True
-1.1687627482425775,-1.041759679225311,0.931463361993678,1,1,1,-0.4932304840924709,0,2,True,False,False,False,True
-0.7762970839569571,0.3413519501232167,0.409185402285092,2,0,0,-0.3461997008923626,0,0,True,False,False,False,True
-1.4631119964567931,-0.695981771888179,-1.2258476714090278,2,1,0,-0.41212331559230686,0,0,False,False,True,False,True
-0.48194783574274164,1.7244635794717438,-1.2258476714090278,2,1,0,-1.283817056739873,0,0,True,False,False,True,False
-1.364995580385388,-0.004425957213915491,-1.2258476714090278,2,0,0,1.5783569986897872,0,0,True,False,False,True,False
-0.3838314196713365,0.6871298574603484,-1.2258476714090278,2,1,1,-0.5936359656444845,0,1,False,False,True,True,False
0.5973327410427146,-0.695981771888179,1.0681029591182614,2,0,1,-0.6218824846013182,0,1,False,True,False,False,True
